figure_id,comparison_id,reference,other,modality,metric,mean_diff,p_raw,p_holm,n_pairs,ci_lo,ci_hi
fig08,fig08_scCCVGBen_vs_LSI,scCCVGBen,LSI,scatac,participation_ratio_intrin,0.294069,0.000000,0.000000,100,0.260105,0.329353
fig08,fig08_scCCVGBen_vs_LSI,scCCVGBen,LSI,scatac,spectral_decay_rate_intrin,0.149277,0.000000,0.000000,100,0.134885,0.163773
fig08,fig08_scCCVGBen_vs_LSI,scCCVGBen,LSI,scatac,trajectory_directionality_intrin,0.250022,0.000000,0.000000,100,0.216099,0.284864
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,ASW,0.138897,0.000000,0.000000,100,0.123065,0.155726
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,CAL,2663.539758,0.000000,0.000000,100,2318.014832,3042.463455
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,DAV,-0.650818,0.000000,0.000000,100,-0.698176,-0.604171
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,K_max_tsne,32.900000,0.342625,0.342625,100,-12.121250,78.771000
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,K_max_umap,-111.890000,0.000000,0.000000,100,-135.771250,-90.009750
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,Q_global_tsne,0.098565,0.000000,0.000000,100,0.086477,0.111465
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,Q_global_umap,0.080830,0.000000,0.000000,100,0.072510,0.089277
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,Q_local_tsne,0.171792,0.000000,0.000000,100,0.154882,0.188928
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,Q_local_umap,0.169102,0.000000,0.000000,100,0.156073,0.182381
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,anisotropy_score_intrin,0.244958,0.000000,0.000000,100,0.224966,0.264884
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,distance_correlation_tsne,0.167621,0.000000,0.000000,100,0.141819,0.195141
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,distance_correlation_umap,0.165354,0.000000,0.000000,100,0.144451,0.186290
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,manifold_dimensionality_intrin,0.312065,0.000000,0.000000,100,0.291680,0.332734
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,noise_resilience_intrin,0.554403,0.000000,0.000000,100,0.498508,0.612237
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,overall_quality_intrin,0.345867,0.000000,0.000000,100,0.321037,0.372192
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,overall_quality_tsne,0.145992,0.000000,0.000000,100,0.129844,0.162620
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,overall_quality_umap,0.138429,0.000000,0.000000,100,0.126017,0.150856
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,participation_ratio_intrin,0.379921,0.000000,0.000000,100,0.349012,0.411374
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,spectral_decay_rate_intrin,0.165651,0.000000,0.000000,100,0.152778,0.178502
fig08,fig08_scCCVGBen_vs_PeakVI,scCCVGBen,PeakVI,scatac,trajectory_directionality_intrin,0.323874,0.000000,0.000000,100,0.294232,0.353929
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,ASW,-0.027009,0.006010,0.006010,100,-0.047107,-0.006606
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,CAL,689.705282,0.000057,0.000057,100,10.731985,1329.511180
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,DAV,0.124613,0.000113,0.000113,100,0.063662,0.183544
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,K_max_tsne,37.370000,0.049811,0.099623,100,-4.113500,77.233750
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,K_max_umap,66.070000,0.000007,0.000007,100,37.837500,93.770500
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,Q_global_tsne,0.001862,0.695081,0.695081,100,-0.010274,0.013952
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,Q_global_umap,0.009565,0.041802,0.041802,100,-0.002082,0.021139
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,Q_local_tsne,-0.044563,0.000135,0.000135,100,-0.066717,-0.021750
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,Q_local_umap,-0.036740,0.004367,0.004367,100,-0.059114,-0.014357
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,anisotropy_score_intrin,-0.050584,0.008617,0.008617,100,-0.080180,-0.021756
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,distance_correlation_tsne,0.030994,0.012431,0.012431,100,0.010296,0.051997
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,distance_correlation_umap,0.054695,0.000014,0.000014,100,0.032842,0.076772
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,manifold_dimensionality_intrin,0.049135,0.000219,0.000219,100,0.020994,0.076205
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,noise_resilience_intrin,0.252673,0.000002,0.000002,100,0.159292,0.344489
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,overall_quality_intrin,0.115074,0.000001,0.000001,100,0.071068,0.157275
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,overall_quality_tsne,-0.003902,0.509152,0.509152,100,-0.020144,0.013355
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,overall_quality_umap,0.009173,0.185584,0.185584,100,-0.008025,0.026647
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,participation_ratio_intrin,0.096357,0.000000,0.000000,100,0.069106,0.123294
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,spectral_decay_rate_intrin,0.028388,0.000323,0.000323,100,0.008269,0.048033
fig08,fig08_scCCVGBen_vs_PoissonVI,scCCVGBen,PoissonVI,scatac,trajectory_directionality_intrin,0.163757,0.000000,0.000000,100,0.116472,0.209027
